"","Property_type","City","Country","Detail_clean","Bed_count","Final_price","Discount","Start_date","End_date","Duration_days","Nb_reviews","Rating","Location_full"
"1","Chalet","Skykomish","US","Sky Haus - A-Frame Cabin",4,229,TRUE,2023-06-11,2023-06-16,5,531,4.85,"Skykomish, Washington, US"
"2","Cabin","Hancock","US","The Catskill A-Frame - Mid-Century Modern Cabin",4,170,TRUE,2023-06-06,2023-06-11,5,146,4.77,"Hancock, New York, US"
"3","Cabin","West Farmington","US","The Triangle A-Frame Cabin for your city retreat",4,522,FALSE,2023-07-09,2023-07-14,5,515,4.91,"West Farmington, Ohio, US"
"4","Home","Blue Ridge","US","Summer Sizzle 5 Min to Blue Ridge Pets Hot tub",5,348,FALSE,2023-06-11,2023-06-16,5,88,4.94,"Blue Ridge, Georgia, US"
"5","Treehouse","Grandview","US","Luxury Treehouse Couples Getaway w Peaceful Views",1,196,TRUE,2023-06-04,2023-06-09,5,222,4.99,"Grandview, Texas, US"
"6","Tiny home","Puerto Escondido","Mexico","Casa Tiny near Casa Wabi",1,148,TRUE,2023-06-21,2023-06-26,5,555,4.84,"Puerto Escondido, Mexico"
"7","Home","Saco","US","The Beach House. Oceanfront Sunrise Views!",2,607,FALSE,2023-06-04,2023-06-09,5,90,4.64,"Saco, Maine, US"
"8","Chalet","Grand Étang","Canada","Cedar Peak 2 Bedroom Barrier-Free Chalet",2,381,FALSE,2023-06-08,2023-06-15,7,48,5,"Grand Étang, Canada"
"9","Room","Mexico City","Mexico","Room in apartment, traditional neighborhood",2,29,FALSE,2023-07-03,2023-07-08,5,58,4.84,"Mexico City, Mexico"
"10","Tiny home","Sandy Valley","US","Peacock Tiny House near Las Vegas",3,154,FALSE,2023-06-26,2023-07-01,5,744,4.92,"Sandy Valley, Nevada, US"
"11","Guest suite","Huntsville","Canada","Hidden Valleys Guest Suite - explore nature",2,207,FALSE,2023-09-04,2023-09-10,6,265,4.97,"Huntsville, Canada"
"12","Cabin","Nelson","Canada","Downey Family Cabin. Barrel Sauna Included!",2,162,FALSE,2023-06-01,2023-06-06,5,226,4.99,"Nelson, Canada"
"13","Dome","Joshua Tree","US","Dome in the Desert in Joshua Tree",1,268,FALSE,2023-06-01,2023-06-06,5,944,4.94,"Joshua Tree, California, US"
"14","Barn","Vero Beach","US","Private Barn Studio at Pura Vida Florida Farm",2,111,FALSE,2023-09-11,2023-09-16,5,417,4.95,"Vero Beach, Florida, US"
"15","Tiny home","Bolton","US","Cozy Tiny House Cabin between Burlington and Stowe",2,174,FALSE,2023-06-01,2023-06-06,5,372,4.97,"Bolton, Vermont, US"
"16","Cabin","Ucluelet","Canada","Peace Cabin - private waterfront forest retreat",1,497,FALSE,2023-09-08,2023-09-13,5,69,4.99,"Ucluelet, Canada"
"17","Barn","Essex","Canada","14th Homestead Barn Loft",1,163,FALSE,2023-06-11,2023-06-16,5,289,4.9,"Essex, Canada"
"18","Apartment","Bacalar","Mexico","Lagoon Front Hut Daily Cleaning, Bikes Kayaks!",1,141,FALSE,2023-06-18,2023-06-23,5,633,4.89,"Bacalar, Mexico"
"19","Treehouse","Travelers Rest","US","The Forestry House - A modern luxury treehouse.",1,417,FALSE,2023-08-20,2023-08-25,5,NA,NA,"Travelers Rest, South Carolina, US"
"20","Farm stay","Del Norte County","US","Underground Hobbit Hole Sustainable Ecovillage",1,253,FALSE,2023-06-09,2023-06-14,5,195,4.54,"Del Norte County, California, US"
"21","Treehouse","San Carlos","Costa Rica","Rainforest Tree House with Hot Springs",3,132,FALSE,2023-08-31,2023-09-05,5,763,4.84,"San Carlos, Costa Rica"
"22","Treehouse","Frazeysburg","US","Tullihas in the Trees Off-Grid Treehouse",2,143,FALSE,2023-06-04,2023-06-09,5,181,4.98,"Frazeysburg, Ohio, US"
"23","Cabin","Rodney","Canada","SECLUDED LAKESIDE CABIN",3,463,FALSE,2023-07-23,2023-07-28,5,172,4.99,"Rodney, Canada"
"24","Room","La Habana","Cuba","Fauria Colonial House Room 3",1,29,FALSE,2023-06-21,2023-06-26,5,75,4.92,"La Habana, Cuba"
"25","Dome","Terlingua","US","Domeland Off-grid Adobe Dome near Big Bend",5,136,FALSE,2023-07-09,2023-07-14,5,863,4.95,"Terlingua, Texas, US"
"26","Home","Port Angeles","US","Lake Sutherland Waterfront Cabin w Expansive Dock",1,688,FALSE,2023-09-01,2023-09-06,5,83,4.82,"Port Angeles, Washington, US"
"27","Treehouse","Fredericksburg","US","Luxury Tree House X Magical Romantic Forest! Pool!",1,658,FALSE,2023-06-18,2023-06-23,5,142,4.91,"Fredericksburg, Texas, US"
"28","Cottage","Harcourt","Canada","Scandinavian-Inspired Tiny Home Experience",2,392,FALSE,2023-09-03,2023-09-08,5,95,4.98,"Harcourt, Canada"
"29","Tiny home","Medellín","Colombia","Tiny House Cubo Nube Santa Elena 40 min. Medellin.",1,67,FALSE,2023-06-17,2023-06-22,5,197,4.95,"Medellín, Colombia"
"30","Cabin","Medellín","Colombia","Chalet Boutique Saltamontes Santa Elena",2,51,FALSE,2023-06-04,2023-06-09,5,232,4.94,"Medellín, Colombia"
"31","Cabin","Bryson City","US","Secluded View! A-Frame Hot Tub and Fire Pit",1,354,FALSE,2023-06-19,2023-06-24,5,20,4.95,"Bryson City, North Carolina, US"
"32","Place to stay","Retiro","Colombia","BubbleSky Glamping One Night Under Stars 3",2,107,FALSE,2023-06-23,2023-06-28,5,154,4.9,"Retiro, Colombia"
"33","Cabin","Bluefields","Jamaica","Cozy Oceanview Cabin",1,102,FALSE,2023-07-14,2023-07-21,7,76,4.88,"Bluefields, Jamaica"
"34","Hut","Bavaro","Dominican Republic","Hut 1 Romantic Luxury Beachfront",2,171,FALSE,2023-07-01,2023-07-06,5,377,4.89,"Bavaro, Dominican Republic"
"35","Treehouse","Marion","US","Treehouse wBreathtaking ViewsHotTubHikingFalls",1,286,FALSE,2023-08-12,2023-08-17,5,21,5,"Marion, North Carolina, US"
"36","Dome","Sandgate","US","Whimsical Stone Abode - Boston Magazine",1,301,FALSE,2023-06-06,2023-06-11,5,244,5,"Sandgate, Vermont, US"
"37","Condo","Puerto Vallarta","Mexico","Buddha Loft in Romantic Zone of Puerto Vallarta",1,146,FALSE,2023-07-12,2023-07-17,5,175,4.85,"Puerto Vallarta, Mexico"
"38","Cabin","Sanbornton","US","The G Frame...an offGrid Cabin woodstove sauna",2,1089,FALSE,2023-06-04,2023-06-09,5,395,4.96,"Sanbornton, New Hampshire, US"
"39","Room","La Habana","Cuba","Casa Blanca BB with beautiful terrace sea views",2,630,FALSE,2023-09-11,2023-09-16,5,359,4.82,"La Habana, Cuba"
"40","Home","Moss Beach","US","Walk to the Beach from this Ocean Front Home",9,225,TRUE,2023-06-01,2023-06-06,5,149,4.94,"Moss Beach, California, US"
"41","Cottage","Wheatley","Canada","Cozy Modern Beach House w Pool, Hot Tub More!",2,819,FALSE,2023-06-04,2023-06-11,7,19,4.74,"Wheatley, Canada"
"42","Cabin","Topanga","US","Crystal Cabin, Restored Vintage Lodge in Topanga State Park",1,225,FALSE,2023-06-03,2023-06-08,5,209,4.94,"Topanga, California, US"
"43","Chalet","Cajicá","Colombia","Casa Anís",3,40,FALSE,2023-06-01,2023-06-06,5,202,4.96,"Cajicá, Colombia"
"44","Cabin","Center Conway","US","Warm Pine A-frame Nestled In The Trees!",1,287,FALSE,2023-07-01,2023-07-06,5,536,4.79,"Center Conway, New Hampshire, US"
"45","Cottage","Renous","Canada","Hambrook Point Cottage Homestead",3,93,FALSE,2023-06-25,2023-06-30,5,360,4.87,"Renous, Canada"
"46","Tiny home","Huntsville","US","Os Barn Cabin",2,118,FALSE,2023-07-04,2023-07-09,5,296,4.94,"Huntsville, Missouri, US"
"47","Tiny home","Castleton","Canada","Artsy ""Glamping"" experience",3,138,FALSE,2023-07-21,2023-07-26,5,278,4.91,"Castleton, Canada"
"48","Cottage","Bodega Bay","US","Seamist Beach Cottage, Private Beach Ocean views",2,670,FALSE,2023-08-13,2023-08-18,5,256,4.7,"Bodega Bay, California, US"
"49","Cabin","Rocky View County","Canada","100 Year old Rustic Log Cabin near Ghost Lake",1,135,FALSE,2023-08-25,2023-08-30,5,459,4.83,"Rocky View County, Canada"
"50","Houseboat","Low","Canada","The Dragon Private Island",1,178,FALSE,2023-06-01,2023-06-06,5,61,4.87,"Low, Canada"
"51","Guesthouse","Key Largo","US","Private Cottage, enjoy beach, sunsets fishing.",3,218,FALSE,2023-07-11,2023-07-16,5,314,4.89,"Key Largo, Florida, US"
"52","Condo","Malibu","US","Malibu, Carbon Beach - Suite Seven",2,898,FALSE,2023-06-06,2023-06-13,7,311,4.86,"Malibu, California, US"
"53","Cottage","Petit-Tracadie","Canada","Waterfront Cottage 1 Waterfront cottage",2,144,FALSE,2023-06-04,2023-06-09,5,267,4.92,"Petit-Tracadie, Canada"
"54","Cabin","Jarratt","US","Harrells Cabin",2,125,FALSE,2023-06-04,2023-06-09,5,612,4.82,"Jarratt, Virginia, US"
"55","Cabin","El Peñol","Colombia","6 Ibuku Big Cabin by Lake Jacuzzi Kayak",7,372,FALSE,2023-06-12,2023-06-17,5,46,4.93,"El Peñol, Colombia"
"56","Guest suite","North Vancouver","Canada","The Brite House - Oceanfront Sojourn",3,251,TRUE,2023-06-06,2023-06-11,5,319,4.87,"North Vancouver, Canada"
"57","Home","Shirley","Canada","Cedar Coast Lodge - Coastal retreat w HOT TUB",5,290,TRUE,2023-06-04,2023-06-09,5,125,4.82,"Shirley, Canada"
"58","Apartment","Miami","US","LUXURY 5s ICON BRICKELL CONDO47TH, GYMPOOL",2,265,TRUE,2023-06-27,2023-07-04,7,605,4.89,"Miami, Florida, US"
"59","Room","Kansas City","US","Mansion in the Park - garden view queen en suite",3,39,TRUE,2023-06-04,2023-06-10,6,93,4.99,"Kansas City, Missouri, US"
"60","Dome","Lac-Supérieur","Canada","Dome L'Albatros Private Spa BBQ Zone",6,232,TRUE,2023-07-25,2023-07-31,6,196,4.86,"Lac-Supérieur, Canada"
"61","Chalet","Saint-Damien","Canada","The Majesta ! Incredible Sunset !",1,78,TRUE,2023-06-01,2023-06-06,5,11,5,"Saint-Damien, Canada"
"62","Home","Tulum","Mexico","Heaven Lodge, entire house surrounded by nature",1,128,FALSE,2023-06-02,2023-06-07,5,155,4.86,"Tulum, Mexico"
"63","Apartment","Tulum","Mexico","King Bed Apartment Suk-Ha La Veleta",4,55,FALSE,2023-06-01,2023-06-06,5,73,4.6,"Tulum, Mexico"
"64","Chalet","Durham","Canada","Newly-Constructed Riverfront Chalet",2,360,FALSE,2023-06-04,2023-06-09,5,95,4.97,"Durham, Canada"
"65","Tent","Island Park","US","Yellowstone Luxury Tent sleeps 3, 1 king 1 futon",2,224,FALSE,2023-06-15,2023-06-20,5,31,5,"Island Park, Idaho, US"
"66","Cabin","Arrowbear Lake","US","A-Frame Apogee Hot Tub Epic Views Swing Set",1,227,FALSE,2023-06-19,2023-06-24,5,166,4.96,"Arrowbear Lake, California, US"
"67","Home","Borinquen","Puerto Rico","The Nest at Crash Boat. Only waterfront on Beach",3,363,FALSE,2023-08-07,2023-08-12,5,143,4.9,"Borinquen, Puerto Rico"
"68","Cottage","Wasaga Beach","Canada","Cozy Riverfront Cottage Retreat with Dock",1,232,FALSE,2023-06-11,2023-06-16,5,55,4.84,"Wasaga Beach, Canada"
"69","Tiny home","Blockhouse","Canada","The Ruby -A Rustic Red Ark tiny home",2,81,FALSE,2023-06-18,2023-06-23,5,43,4.98,"Blockhouse, Canada"
"70","Guesthouse","Peachland","Canada","Romantic lakefront estate with lake view deck",2,271,FALSE,2023-06-02,2023-06-07,5,311,5,"Peachland, Canada"
"71","Cabin","Shaftsbury","US","The Vermont Dream Cabin on 70 Acres",1,219,FALSE,2023-06-04,2023-06-09,5,136,4.89,"Shaftsbury, Vermont, US"
"72","Cabin","Tulum","Mexico","Jungle Lodge at Nahouse in Tulum",1,109,FALSE,2023-06-01,2023-06-06,5,NA,NA,"Tulum, Mexico"
"73","Dome","Windermere","Canada","Cougar Dome at Winderdome Resort!",3,223,TRUE,2023-08-27,2023-09-01,5,16,5,"Windermere, Canada"
"74","Condo","Myrtle Beach","US","Cool Clean Condo with Brilliant Oceanfront View",2,63,TRUE,2023-06-25,2023-07-01,6,108,4.58,"Myrtle Beach, South Carolina, US"
"75","Hotel room","Laguna Beach","US","Beachfront Laguna Beach Magnificent Oceanviews 26",2,228,TRUE,2023-06-01,2023-06-06,5,396,4.38,"Laguna Beach, California, US"
"76","Apartment","Playa del Carmen","Mexico","Su mejor opción en Playa del Carmen, a pasos de la quinta av.",2,198,FALSE,2023-06-04,2023-06-09,5,231,4.78,"Playa del Carmen, Mexico"
"77","Tiny home","Maynooth","Canada","Cozy Cabin 2 - private cabin in the wilderness!",2,141,FALSE,2023-06-04,2023-06-09,5,90,4.89,"Maynooth, Canada"
"78","Guesthouse","Cabo Rojo","Puerto Rico","Villa Vista Puerto",2,169,FALSE,2023-06-26,2023-07-01,5,493,4.86,"Cabo Rojo, Puerto Rico"
"79","Tiny home","Canning","Canada","Split View Two",1,134,FALSE,2023-08-02,2023-08-07,5,81,4.95,"Canning, Canada"
"80","Cottage","Luquillo","Puerto Rico","The Sugar Shack a unique cabin in the Rainforest",2,75,FALSE,2023-09-04,2023-09-09,5,447,4.92,"Luquillo, Puerto Rico"
"81","Condo","Lahaina","US","Noelani-My Perfect Stays Special Jun 9-16 189",1,302,FALSE,2023-06-09,2023-06-14,5,71,4.82,"Lahaina, Hawaii, US"
"82","Condo","Hollywood","US","Amazing Hyde One-bedroom apartment on the Beach",2,248,FALSE,2023-06-04,2023-06-09,5,62,4.56,"Hollywood, Florida, US"
"83","Cabin","Naples","US","East hill cabins 1",2,91,FALSE,2023-06-11,2023-06-16,5,334,4.82,"Naples, New York, US"
"84","Campsite","Nemaiah Valley","Canada","Sunset Wilderness Camp",1,34,FALSE,2023-06-01,2023-06-06,5,3,4,"Nemaiah Valley, Canada"
"85","Loft","The Blue Mountains","Canada","Chateau Ridge Chalet w Mountain View",4,154,FALSE,2023-06-05,2023-06-12,7,95,4.84,"The Blue Mountains, Canada"
"86","Loft","The Blue Mountains","Canada","Cozy Blue Mountain Retreat !Spring Rates!",2,118,FALSE,2023-06-04,2023-06-09,5,365,4.72,"The Blue Mountains, Canada"
"87","Room","Mexico City","Mexico","5 min to Airport with Terrace in a Safe area !",1,31,FALSE,2023-06-03,2023-06-08,5,227,4.85,"Mexico City, Mexico"
"88","Tiny home","Komoka","Canada","The Cabin at Fernwood Hills",1,112,FALSE,2023-06-11,2023-06-16,5,597,4.9,"Komoka, Canada"
"89","Place to stay","Punta Cana","Dominican Republic","Hut 3 Romantic Luxury on the sand",2,132,FALSE,2023-07-11,2023-07-16,5,29,4.86,"Punta Cana, Dominican Republic"
"90","Home","Hilbert","US","State Park A-Frame with Hiking Trails Arcade",2,239,FALSE,2023-06-04,2023-06-09,5,29,4.97,"Hilbert, Wisconsin, US"
"91","Dome","Whittier","US","Luxury Dome w Hot Tub Mountain View",2,169,TRUE,2023-08-07,2023-08-12,5,11,5,"Whittier, North Carolina, US"
"92","Place to stay","Punta Cana","Dominican Republic","Hut 3 Romantic Luxury on the sand",1,42,TRUE,2023-07-11,2023-07-16,5,29,4.86,"Punta Cana, Dominican Republic"
"93","Home","Hilbert","US","State Park A-Frame with Hiking Trails Arcade",2,132,TRUE,2023-06-04,2023-06-09,5,29,4.97,"Hilbert, Wisconsin, US"
"94","Home","Puntarenas Province","Costa Rica","House with pool in the heights of Santa Teresa",3,47,TRUE,2023-06-04,2023-06-09,5,6,5,"Puntarenas Province, Costa Rica"
"95","Loft","Monteverde","Costa Rica","Kapetsowa Container Loft near Monteverde Reserve",2,161,FALSE,2023-09-05,2023-09-10,5,396,4.87,"Monteverde, Costa Rica"
"96","Nature lodge","Quesada","Costa Rica","Cabin Over a water fall",1,82,FALSE,2023-06-05,2023-06-10,5,133,4.94,"Quesada, Costa Rica"
"97","Boat","Key West","US","Cozy Houseboat Wild One",2,233,FALSE,2023-06-11,2023-06-16,5,4,5,"Key West, Florida, US"
"98","Cabin","Zapotal","Costa Rica","Pipes Lodge",1,51,FALSE,2023-06-04,2023-06-09,5,31,4.87,"Zapotal, Costa Rica"
"99","Guesthouse","Destin","US","New Carriage House 1 Block to Beach King Bed!",1,231,FALSE,2023-08-13,2023-08-18,5,NA,NA,"Destin, Florida, US"
"100","Tiny home","Playa Hermosa","Costa Rica","Beachfront Bungalow with private hydromassage Pool",1,162,FALSE,2023-07-03,2023-07-09,6,149,4.95,"Playa Hermosa, Costa Rica"
"101","Home","Bellingham","US","Bellingham A-Frame - Hot tub Firepit",2,232,FALSE,2023-06-11,2023-06-16,5,NA,NA,"Bellingham, Washington, US"
"102","Apartment","San Juan","Puerto Rico","Villa Bohème 3, 1BR with Patio",1,115,FALSE,2023-07-08,2023-07-13,5,NA,NA,"San Juan, Puerto Rico"
"103","Loft","Mexico City","Mexico","Loft Boutique Cd de México Mountain view",1,57,FALSE,2023-07-09,2023-07-14,5,155,4.84,"Mexico City, Mexico"
"104","Cabin","Gold Bar","US","New lux cabin wmount index view",2,253,FALSE,2023-06-25,2023-06-30,5,7,4.86,"Gold Bar, Washington, US"
"105","Home","Malibu","US","Guesthouse Great Ocean Mountain Views near Beach",1,468,FALSE,2023-07-31,2023-08-05,5,694,4.87,"Malibu, California, US"
"106","Tiny home","Orlando","US","The Little Tree House at Country Club of Orlando",1,127,FALSE,2023-07-09,2023-07-14,5,604,4.98,"Orlando, Florida, US"
"107","Boat","Marathon","US","Paradise awaits on this cozy houseboat!",1,276,FALSE,2023-07-17,2023-07-22,5,98,4.77,"Marathon, Florida, US"
"108","Hut","Uvero Alto - Bavaro - Punta Cana","Dominican Republic","Hut 2 Romantic Luxury on the sand",2,186,FALSE,2023-08-01,2023-08-06,5,226,4.94,"Uvero Alto - Bavaro - Punta Cana, Dominican Republic"
"109","Loft","Mazamitla","Mexico","Loft ALAMO El Refugio Cabañas Mazamitla",2,161,FALSE,2023-06-25,2023-06-30,5,146,4.44,"Mazamitla, Mexico"
"110","Hut","Uvero Alto - Bavaro - Punta Cana","Dominican Republic","Hut 2 Romantic Luxury on the sand",2,192,FALSE,2023-08-01,2023-08-06,5,226,4.94,"Uvero Alto - Bavaro - Punta Cana, Dominican Republic"
"111","Apartment","Punta Cana","Dominican Republic","Pool View Beach Residence Private Beach Access",1,132,FALSE,2023-06-21,2023-06-26,5,156,4.71,"Punta Cana, Dominican Republic"
"112","Treehouse","Wardensville","US","Eagles Nest Treehouse wHot tub!",3,63,TRUE,2023-06-04,2023-06-10,6,NA,NA,"Wardensville, West Virginia, US"
"113","Boat","Stuart","US","Modern Houseboat On the water",1,49,TRUE,2023-08-06,2023-08-11,5,264,4.97,"Stuart, Florida, US"
"114","Apartment","Playa del Carmen","Mexico","BoHo lofts studios new modern w ocean-view pool",1,38,FALSE,2023-06-01,2023-06-07,6,183,4.59,"Playa del Carmen, Mexico"
"115","Condo","Miami Beach","US","Oceanfront 14th Floor Brand New Beachfront Flat",2,302,FALSE,2023-06-14,2023-06-19,5,646,4.85,"Miami Beach, Florida, US"
"116","Earthen home","Weaverville","US","Hobbithenge",1,142,FALSE,2023-06-05,2023-06-10,5,304,4.83,"Weaverville, North Carolina, US"
"117","Shipping container","Playa Hermosa","Costa Rica","Beachfront Bungalow w private hydromassage pool 2",2,147,FALSE,2023-06-10,2023-06-15,5,68,4.9,"Playa Hermosa, Costa Rica"
"118","Cabin","Marion","US","Luxury Treehouse, Romantic, Views, Hike-Waterfall",1,228,FALSE,2023-07-29,2023-08-03,5,18,5,"Marion, North Carolina, US"
"119","Camper/RV","Half Moon Bay","US","Quiet and Private Retreat in a 1967 Airstream on the Coast.",2,220,FALSE,2023-06-25,2023-06-30,5,347,4.93,"Half Moon Bay, California, US"
"120","Dome","Hiawassee","US","Tiny Dome River Glamping Experience",1,143,FALSE,2023-06-18,2023-06-23,5,289,4.86,"Hiawassee, Georgia, US"
"121","Apartment","San José","Costa Rica","New Boho Sabana Apartment Close to Airports w AC",1,89,FALSE,2023-06-23,2023-06-28,5,81,4.85,"San José, Costa Rica"
"122","Condo","Rosarito","Mexico","Elegant Ocean Front Condo! Rosarito Beach !WOW!!",2,171,FALSE,2023-06-10,2023-06-15,5,245,4.81,"Rosarito, Mexico"
"123","Condo","Atlantic City","US","Highest Reviewed - Ocean Front Free Parking!",2,170,FALSE,2023-06-18,2023-06-23,5,278,4.85,"Atlantic City, New Jersey, US"
"124","Cabin","Santa Marta","Colombia","The Dawn of Annapurna Cabin",1,61,FALSE,2023-07-29,2023-08-03,5,188,4.87,"Santa Marta, Colombia"
"125","Home","Cabo San Lucas","Mexico","Cabo Center,Ocean view Great price!",1,55,FALSE,2023-06-06,2023-06-11,5,615,4.94,"Cabo San Lucas, Mexico"
"126","Home","Kawartha Lakes","Canada","nortehaus - Nordic and Japanese inspired escape",2,402,FALSE,2023-06-18,2023-06-23,5,24,5,"Kawartha Lakes, Canada"
"127","Loft","Cholula","Mexico","Architect's Loft in Cholula",1,25,TRUE,2023-06-18,2023-06-23,5,202,4.81,"Cholula, Mexico"
"128","Cabin","Jacó","Costa Rica","Jungle house 3km to Jaco beach town center",2,67,TRUE,2023-06-30,2023-07-05,5,153,4.84,"Jacó, Costa Rica"
"129","Tiny home","Malibu","US","Malibu Charming GH, Mins Drive to Beach Hike",1,85,TRUE,2023-07-22,2023-07-27,5,558,4.78,"Malibu, California, US"
"130","Apartment","Orlando","US","Studio near Disney",1,266,FALSE,2023-06-10,2023-06-15,5,132,4.43,"Orlando, Florida, US"
"131","Treehouse","Río Grande","Puerto Rico","Charming Treehouse with Pool",1,330,FALSE,2023-09-10,2023-09-15,5,172,5,"Río Grande, Puerto Rico"
"132","Loft","Mazatlán","Mexico","Oceanfront loft",2,253,FALSE,2023-06-10,2023-06-15,5,177,4.92,"Mazatlán, Mexico"
"133","Apartment","Cancún","Mexico","Majestic Ocean Front Terrace II",2,57,FALSE,2023-07-23,2023-07-29,6,240,4.83,"Cancún, Mexico"
"134","Home","Real Montecassino","Mexico","New! Bamboo Bosque Mio Stars Campfires",3,113,FALSE,2023-06-04,2023-06-09,5,56,4.82,"Real Montecassino, Mexico"
"135","Cottage","Huntsville","Canada","Cabin for 2 w Hot Tub, Muskoka Romantic Getaway",1,335,FALSE,2023-06-01,2023-06-06,5,179,4.97,"Huntsville, Canada"
"136","Apartment","La Habana","Cuba","Old HavanaCuban Style PlaceRoof TopWiFi",1,57,FALSE,2023-06-04,2023-06-09,5,161,4.48,"La Habana, Cuba"
"137","Home","Vero Beach","US","Heated Pool, Putt Putt Golf",5,468,FALSE,2023-06-11,2023-06-16,5,15,4.93,"Vero Beach, Florida, US"
"138","Room","Cuauhtémoc","Mexico","Guest Suite in Historic Architecture Home",2,55,FALSE,2023-06-16,2023-06-23,7,443,4.82,"Cuauhtémoc, , Mexico"
"139","Condo","Kaunakakai","US","87 a night Molokai Escape Condo",1,101,FALSE,2023-06-29,2023-07-06,7,337,4.76,"Kaunakakai, Hawaii, US"
"140","Treehouse","Atenas","Costa Rica","Treehouse on a Coffee Farm with Ocean View",1,74,FALSE,2023-06-25,2023-07-02,7,13,5,"Atenas, Costa Rica"
"141","Apartment","Tulum","Mexico","Design Casa Patchouli with private pool and lounge",1,283,FALSE,2023-06-21,2023-06-26,5,80,4.98,"Tulum, Mexico"
"142","Shipping container","Jauca","Puerto Rico","Pequeño espacio Romántico piscina y muelle privado",1,220,FALSE,2023-07-17,2023-07-22,5,139,4.95,"Jauca, Puerto Rico"
"143","Tiny home","Peachland","Canada","Haven in the Woods- tiny home WiFi solar power",1,76,FALSE,2023-06-11,2023-06-16,5,4,5,"Peachland, Canada"
"144","Shipping container","Puerto Viejo de Talamanca","Costa Rica","Mimosa Y - Beautiful Unique Container Home w' Pool",1,90,FALSE,2023-06-03,2023-06-08,5,54,4.85,"Puerto Viejo de Talamanca, Costa Rica"
"145","Shipping container","Puerto Viejo de Talamanca","Costa Rica","Mimosa Y - Beautiful Unique Container Home w' Pool",1,522,FALSE,2023-06-03,2023-06-08,5,54,4.85,"Puerto Viejo de Talamanca, Costa Rica"
"146","Apartment","Acapulco","Mexico","COMFORTABLE BEACH DEPA OVERLOOKING THE SEA",1,96,FALSE,2023-06-04,2023-06-09,5,226,4.57,"Acapulco, Mexico"
"147","Yurt","Airville","US","Waterfront Glamping Muddy Creek PA",1,102,FALSE,2023-06-04,2023-06-10,6,22,4.95,"Airville, Pennsylvania, US"
"148","Boutique hotel","San Juan","Puerto Rico","2 Pools on property Walk to the beach Rosalina Ocean Park Luxury Suite 3",2,164,FALSE,2023-07-27,2023-08-02,6,212,4.81,"San Juan, Puerto Rico"
"149","Room","Acapulco","Mexico","Love nest when singing of the Sea!",9,41,FALSE,2023-06-06,2023-06-11,5,266,4.68,"Acapulco, Mexico"
"150","Home","Pinilla","Costa Rica","Casa La Paz vistas al mar Pinilla Highlands",1,146,FALSE,2023-07-30,2023-08-06,7,7,4.86,"Pinilla, Costa Rica"
"151","Farm stay","Siler City","US","Lovely farm cabin experience",2,114,FALSE,2023-06-11,2023-06-16,5,5,5,"Siler City, North Carolina, US"
"152","Tiny home","Horning's Mills","Canada","Pine River Bunkies Herons Landing Off Grid Cabin",2,120,FALSE,2023-06-01,2023-06-06,5,103,4.89,"Horning's Mills, Canada"
"153","Camper/RV","Ashford","US","The Alpine Airstream at Mt. Rainier with Hot Tub",1,286,FALSE,2023-06-11,2023-06-16,5,11,5,"Ashford, Washington, US"
"154","Bungalow","Newport Beach","US","Surf, Sand Sunsets - Goldenrod CdM BEACH STUDIO",3,229,FALSE,2023-07-31,2023-08-07,7,289,4.8,"Newport Beach, California, US"
"155","Hut","Guarne","Colombia","Refugio LOS PAPIROS",3,18,FALSE,2023-06-04,2023-06-09,5,66,4.89,"Guarne, Colombia"
"156","Room","Acapulco","Mexico","Beach crab.",3,43,FALSE,2023-06-01,2023-06-06,5,270,4.74,"Acapulco, Mexico"
"157","Cabin","Fennville","US","Fire Water Rejuvenating Stay on the Riverbend",1,743,FALSE,2023-06-04,2023-06-09,5,175,4.83,"Fennville, Michigan, US"
"158","Home","Tamanique","El Salvador","Black rose -Right house-",1,243,FALSE,2023-06-11,2023-06-16,5,275,4.63,"Tamanique, El Salvador"
"159","Nature lodge","Las Galeras","Dominican Republic","Casa El Paraiso, Las Galeras room 5",3,286,FALSE,2023-06-10,2023-06-15,5,270,4.94,"Las Galeras, Dominican Republic"
"160","Room","Monteverde","Costa Rica","Holistic House Diamond",3,160,FALSE,2023-06-05,2023-06-11,6,274,4.96,"Monteverde, Costa Rica"
"161","Tiny home","Malibu","US","Malibu Serene Guest House, Mins to Beach Hike",3,252,FALSE,2023-06-25,2023-06-30,5,298,4.77,"Malibu, California, US"
"162","Apartment","Cancún","Mexico","Free Transportation Premium Beach Loft 1711th",3,138,FALSE,2023-06-01,2023-06-06,5,15,5,"Cancún, Mexico"
"163","Cabin","Gilmour","Canada","Cozy cabin on 5 acres !",2,114,FALSE,2023-06-04,2023-06-09,5,124,4.73,"Gilmour, Canada"
"164","Condo","Ocean City","US","OceanfrontStudio-Slps4-Pool-Pickleball-HBOMax-Dis",2,191,TRUE,2023-06-09,2023-06-16,7,80,4.94,"Ocean City, Maryland, US"
"165","Apartment","Cancún","Mexico","Amazing Ocean Front II",1,41,TRUE,2023-07-09,2023-07-14,5,306,4.88,"Cancún, Mexico"
"166","Condo","Rosarito","Mexico","LUXE STYLISH3BRLAS OLAS CONDO12TH FLRROSARITO",4,138,TRUE,2023-06-11,2023-06-16,5,207,4.8,"Rosarito, Mexico"
